"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN011180800","JABALPUR, IN","2007-02-07",,"72","86","61"
"IN011180800","JABALPUR, IN","2007-02-08",,"70",,
"IN011180800","JABALPUR, IN","2007-02-09",,"70","86","57"
"IN011180800","JABALPUR, IN","2007-02-10","1.30","62","67","59"
"IN011180800","JABALPUR, IN","2007-02-11","0.75","70","84","58"
"IN011180800","JABALPUR, IN","2007-02-12","0.75","69","78","61"
"IN011180800","JABALPUR, IN","2007-02-13","0.16","66","76",
"IN011180800","JABALPUR, IN","2007-02-14","0.00","63","74","54"
"IN011180800","JABALPUR, IN","2007-02-15",,"67","78","54"
"IN011180800","JABALPUR, IN","2007-02-16",,"67","78",
"IN011180800","JABALPUR, IN","2007-02-17",,"66","80",
"IN011180800","JABALPUR, IN","2007-02-18",,"64","79","54"
"IN011180800","JABALPUR, IN","2007-02-19",,"68","83","54"
"IN011180800","JABALPUR, IN","2007-02-20",,"69","82","55"
"IN011180800","JABALPUR, IN","2007-02-21",,"68","83","55"
"IN011180800","JABALPUR, IN","2007-02-22",,"69",,"56"
"IN011180800","JABALPUR, IN","2007-02-23",,"73","88","59"
"IN011180800","JABALPUR, IN","2007-02-24",,"72","89","61"
"IN011180800","JABALPUR, IN","2007-02-25","0.00","67","76","60"
"IN011180800","JABALPUR, IN","2007-02-26",,"70","84","58"
"IN011180800","JABALPUR, IN","2007-02-27",,"73","90","59"
"IN011180800","JABALPUR, IN","2007-02-28",,"75",,"60"
"IN011180800","JABALPUR, IN","2007-03-01","0.04","72","83",
"IN011180800","JABALPUR, IN","2007-03-02","0.00","70","80","60"
"IN011180800","JABALPUR, IN","2007-03-03",,"69","79",
"IN011180800","JABALPUR, IN","2007-03-04",,"69","83","55"
"IN011180800","JABALPUR, IN","2007-03-05",,"66","83","56"
"IN011180800","JABALPUR, IN","2007-03-06",,"72","85",
"IN011180800","JABALPUR, IN","2007-03-07",,"67","84","56"
"IN011180800","JABALPUR, IN","2007-03-08",,"70","83","57"
"IN011180800","JABALPUR, IN","2007-03-09",,"74","88","58"
"IN011180800","JABALPUR, IN","2007-03-10",,"76","90","61"
"IN011180800","JABALPUR, IN","2007-03-11",,"79","93","60"
"IN011180800","JABALPUR, IN","2007-03-12","0.03","76","90","70"
"IN011180800","JABALPUR, IN","2007-03-13","0.39","73","89","66"
"IN011180800","JABALPUR, IN","2007-03-14","0.83","73","86","65"
"IN011180800","JABALPUR, IN","2007-03-15","0.00","68","80",
"IN011180800","JABALPUR, IN","2007-03-16",,"71","86","56"
"IN011180800","JABALPUR, IN","2007-03-17",,"76","90","61"
"IN011180800","JABALPUR, IN","2007-03-18",,"78","94","62"
"IN011180800","JABALPUR, IN","2007-03-19",,"82","95","64"
"IN011180800","JABALPUR, IN","2007-03-20",,"83","96","67"
"IN011180800","JABALPUR, IN","2007-03-21",,"84","98","69"
"IN011180800","JABALPUR, IN","2007-03-22",,"84","96","74"
"IN011180800","JABALPUR, IN","2007-03-23",,"84","97","69"
"IN011180800","JABALPUR, IN","2007-03-24",,"82","93","70"
"IN011180800","JABALPUR, IN","2007-03-25",,"79","93","64"
"IN011180800","JABALPUR, IN","2007-03-26",,"80","94","63"
"IN011180800","JABALPUR, IN","2007-03-27",,"78","95","65"
"IN011180800","JABALPUR, IN","2007-03-28",,"82","96","66"
"IN011180800","JABALPUR, IN","2007-03-29",,"83","98","65"
"IN011180800","JABALPUR, IN","2007-03-30",,"83","101","69"
"IN011180800","JABALPUR, IN","2007-03-31",,"88","102","69"
"IN011180800","JABALPUR, IN","2007-04-01",,"90","104","72"
"IN011180800","JABALPUR, IN","2007-04-02",,"87","103","74"
"IN011180800","JABALPUR, IN","2007-04-03",,"78",,"71"
"IN011180800","JABALPUR, IN","2007-04-04",,"83","97","66"
"IN011180800","JABALPUR, IN","2007-04-05",,"86","99","66"
"IN011180800","JABALPUR, IN","2007-04-06",,"87","103","69"
"IN011180800","JABALPUR, IN","2007-04-07",,"90","106","73"
"IN011180800","JABALPUR, IN","2007-04-08",,"89","103","76"
"IN011180800","JABALPUR, IN","2007-04-09",,"88","101",
"IN011180800","JABALPUR, IN","2007-04-10",,"84","99","72"
"IN011180800","JABALPUR, IN","2007-04-11",,"87","103","71"
"IN011180800","JABALPUR, IN","2007-04-12",,"90","103","74"
"IN011180800","JABALPUR, IN","2007-04-13",,"86","103","73"
"IN011180800","JABALPUR, IN","2007-04-14",,"89","103","74"
"IN011180800","JABALPUR, IN","2007-04-15",,"87","102",
"IN011180800","JABALPUR, IN","2007-04-16",,"85","95","74"
"IN011180800","JABALPUR, IN","2007-04-17",,"90","102","74"
"IN011180800","JABALPUR, IN","2007-04-18",,"84","102",
"IN011180800","JABALPUR, IN","2007-04-19",,"87","99","74"
"IN011180800","JABALPUR, IN","2007-04-20",,"90","101","80"
"IN011180800","JABALPUR, IN","2007-04-21",,"89","101",
"IN011180800","JABALPUR, IN","2007-04-22",,"91","101","81"
"IN011180800","JABALPUR, IN","2007-04-23",,"90","104","81"
"IN011180800","JABALPUR, IN","2007-04-24",,"92","105","80"
"IN011180800","JABALPUR, IN","2007-04-25",,"94","105","81"
"IN011180800","JABALPUR, IN","2007-04-26",,"92","106",
"IN011180800","JABALPUR, IN","2007-04-27",,"92","106","78"
"IN011180800","JABALPUR, IN","2007-04-28",,"92","106","78"
"IN011180800","JABALPUR, IN","2007-04-29",,"92","108","76"
"IN011180800","JABALPUR, IN","2007-05-01",,"94","107","81"
"IN011180800","JABALPUR, IN","2007-05-02",,"91","106","80"
"IN011180800","JABALPUR, IN","2007-05-03",,"93","105","79"
"IN011180800","JABALPUR, IN","2007-05-04",,"91","107","83"
"IN011180800","JABALPUR, IN","2007-05-05",,"89","103","78"
"IN011180800","JABALPUR, IN","2007-05-06",,"88","102","78"
"IN011180800","JABALPUR, IN","2007-05-07",,"91","103","79"
"IN011180800","JABALPUR, IN","2007-05-08",,"93","105","80"
"IN011180800","JABALPUR, IN","2007-05-09",,"93","107","81"
"IN011180800","JABALPUR, IN","2007-05-10",,"93","108",
"IN011180800","JABALPUR, IN","2007-05-11",,"98","109","85"
"IN011180800","JABALPUR, IN","2007-05-12",,"94","107","82"
"IN011180800","JABALPUR, IN","2007-05-13",,"94","106","81"
"IN011180800","JABALPUR, IN","2007-05-14",,"94","106","83"
"IN011180800","JABALPUR, IN","2007-05-15",,"96","108","85"
"IN011180800","JABALPUR, IN","2007-05-16",,"92","109",
"IN011180800","JABALPUR, IN","2007-05-17",,"88","105","79"
"IN011180800","JABALPUR, IN","2007-05-18",,"91","104","78"
"IN011180800","JABALPUR, IN","2007-05-19",,"95","105","83"
"IN011180800","JABALPUR, IN","2007-05-21",,"90","102","82"
"IN011180800","JABALPUR, IN","2007-05-22",,"93","102","82"
"IN011180800","JABALPUR, IN","2007-05-23",,"93","104","82"
"IN011180800","JABALPUR, IN","2007-05-24",,"95","107","83"
"IN011180800","JABALPUR, IN","2007-05-25",,"96","107","87"
"IN011180800","JABALPUR, IN","2007-05-26",,"96","106",
"IN011180800","JABALPUR, IN","2007-05-27",,"92","103","84"
"IN011180800","JABALPUR, IN","2007-05-28",,"86","104",
"IN011180800","JABALPUR, IN","2007-05-29","0.02","83",,"78"
"IN011180800","JABALPUR, IN","2007-05-30","0.00","89","99","79"
"IN011180800","JABALPUR, IN","2007-05-31",,"94","107",
"IN011180800","JABALPUR, IN","2007-06-01",,"96","107","85"
"IN011180800","JABALPUR, IN","2007-06-02",,"96","110",
"IN011180800","JABALPUR, IN","2007-06-03",,"98","110","87"
"IN011180800","JABALPUR, IN","2007-06-04",,"95","104","88"
"IN011180800","JABALPUR, IN","2007-06-05",,"93","104","85"
"IN011180800","JABALPUR, IN","2007-06-06",,"96","108","85"
"IN011180800","JABALPUR, IN","2007-06-07",,"100","111","90"
"IN011180800","JABALPUR, IN","2007-06-08",,"97","111","90"
"IN011180800","JABALPUR, IN","2007-06-09",,"99","109","90"
"IN011180800","JABALPUR, IN","2007-06-10",,"97","108","90"
"IN011180800","JABALPUR, IN","2007-06-11",,"96","104","90"
"IN011180800","JABALPUR, IN","2007-06-12",,"90","106",
"IN011180800","JABALPUR, IN","2007-06-13",,"89","101","79"
"IN011180800","JABALPUR, IN","2007-06-14",,"83","90",
"IN011180800","JABALPUR, IN","2007-06-15",,"85","95","80"
"IN011180800","JABALPUR, IN","2007-06-16","0.43","84",,"76"
"IN011180800","JABALPUR, IN","2007-06-17","0.04","84","98",
"IN011180800","JABALPUR, IN","2007-06-18","0.12","84","99","76"
"IN011180800","JABALPUR, IN","2007-06-19","0.28","85","98","76"
"IN011180800","JABALPUR, IN","2007-06-20","0.00","87","99","78"
"IN011180800","JABALPUR, IN","2007-06-21",,"88","99",
"IN011180800","JABALPUR, IN","2007-06-22",,"90",,"83"
"IN011180800","JABALPUR, IN","2007-06-23",,"88","97",
"IN011180800","JABALPUR, IN","2007-06-24",,"86","93","80"
"IN011180800","JABALPUR, IN","2007-06-25",,"85","93","80"
"IN011180800","JABALPUR, IN","2007-06-26","0.00","83","94","77"
"IN011180800","JABALPUR, IN","2007-06-27","0.43","83","91","77"
"IN011180800","JABALPUR, IN","2007-06-28","0.28","82","93",
"IN011180800","JABALPUR, IN","2007-06-29","0.55","86","95","77"
"IN011180800","JABALPUR, IN","2007-06-30","0.02","80","84",
"IN011180800","JABALPUR, IN","2007-07-01","0.12","81","86","76"
"IN011180800","JABALPUR, IN","2007-07-02","0.00","84","92","77"
"IN011180800","JABALPUR, IN","2007-07-03","0.20","81","89","76"
"IN011180800","JABALPUR, IN","2007-07-04","0.04","80","87","76"
"IN011180800","JABALPUR, IN","2007-07-05","0.02","85",,"76"
"IN011180800","JABALPUR, IN","2007-07-06","0.55","76","77",
"IN011180800","JABALPUR, IN","2007-07-07","3.03","78","87","74"
"IN011180800","JABALPUR, IN","2007-07-08","0.75","76","80",
"IN011180800","JABALPUR, IN","2007-07-09","0.98","78","83","72"
"IN011180800","JABALPUR, IN","2007-07-10","0.08","79","81","74"
"IN011180800","JABALPUR, IN","2007-07-11","0.16","81","87","77"
"IN011180800","JABALPUR, IN","2007-07-12","0.00","81","86","77"
"IN011180800","JABALPUR, IN","2007-07-13",,"82","89",
"IN011180800","JABALPUR, IN","2007-07-14",,"79","85",
"IN011180800","JABALPUR, IN","2007-07-15","0.79","78","82","74"
"IN011180800","JABALPUR, IN","2007-07-16","0.31","81","91","76"
"IN011180800","JABALPUR, IN","2007-07-17","0.55","78","87",
"IN011180800","JABALPUR, IN","2007-07-18","0.35","83",,"75"
"IN011180800","JABALPUR, IN","2007-07-19","0.20","85","93","79"
"IN011180800","JABALPUR, IN","2007-07-20","0.00","87","94","79"
"IN011180800","JABALPUR, IN","2007-07-21",,"87","93",
"IN011180800","JABALPUR, IN","2007-07-22",,"86","94","79"
"IN011180800","JABALPUR, IN","2007-07-23","0.02","83",,"77"
"IN011180800","JABALPUR, IN","2007-07-24","0.02","82","90","77"
"IN011180800","JABALPUR, IN","2007-07-25","0.00","80","90",
"IN011180800","JABALPUR, IN","2007-07-26",,"78",,
"IN011180800","JABALPUR, IN","2007-07-27",,"77","86","73"
"IN011180800","JABALPUR, IN","2007-07-28",,"78",,"74"
"IN011180800","JABALPUR, IN","2007-07-29",,"78","89","73"
"IN011180800","JABALPUR, IN","2007-07-30",,"81","90","76"
"IN011180800","JABALPUR, IN","2007-07-31",,"83","92",
"IN011180800","JABALPUR, IN","2007-08-01","1.18","77","89",
"IN011180800","JABALPUR, IN","2007-08-02","2.87","78","86","75"
"IN011180800","JABALPUR, IN","2007-08-03","0.20","80","86","76"
"IN011180800","JABALPUR, IN","2007-08-04","0.04","81","88","76"
"IN011180800","JABALPUR, IN","2007-08-05","0.00","82","89","76"
"IN011180800","JABALPUR, IN","2007-08-06","0.28","81","87","77"
"IN011180800","JABALPUR, IN","2007-08-07","0.51","80",,
"IN011180800","JABALPUR, IN","2007-08-08","0.24","80","84","76"
"IN011180800","JABALPUR, IN","2007-08-09","0.01","79","85","77"
"IN011180800","JABALPUR, IN","2007-08-10","0.12","81","89",
"IN011180800","JABALPUR, IN","2007-08-11","0.94","80","86","75"
"IN011180800","JABALPUR, IN","2007-08-12","0.00","80","84","77"
"IN011180800","JABALPUR, IN","2007-08-13","0.04","77","80",
"IN011180800","JABALPUR, IN","2007-08-14","0.04","76","79","75"
"IN011180800","JABALPUR, IN","2007-08-15","0.63","78","82","75"
"IN011180800","JABALPUR, IN","2007-08-16","0.00","79","84",
"IN011180800","JABALPUR, IN","2007-08-17",,"79","86","74"
"IN011180800","JABALPUR, IN","2007-08-18",,"79",,"74"
"IN011180800","JABALPUR, IN","2007-08-19",,"78","86","73"
"IN011180800","JABALPUR, IN","2007-08-20",,"76","80","74"
"IN011180800","JABALPUR, IN","2007-08-21","3.15","75","78","73"
"IN011180800","JABALPUR, IN","2007-08-22","0.71","80","88","72"
"IN011180800","JABALPUR, IN","2007-08-23","0.20","82","90",
"IN011180800","JABALPUR, IN","2007-08-24","0.00","84","91","77"
"IN011180800","JABALPUR, IN","2007-08-25",,"83","91","77"
"IN011180800","JABALPUR, IN","2007-08-26",,"80","90",
"IN011180800","JABALPUR, IN","2007-08-27",,"79","86","74"
"IN011180800","JABALPUR, IN","2007-08-29",,"84","89",
"IN011180800","JABALPUR, IN","2007-08-30",,"84","91","77"
"IN011180800","JABALPUR, IN","2007-08-31",,"82","91",
"IN011180800","JABALPUR, IN","2007-09-01",,"81","91","75"
"IN011180800","JABALPUR, IN","2007-09-02",,"83","90","76"
"IN011180800","JABALPUR, IN","2007-09-03","0.01","83","90","78"
"IN011180800","JABALPUR, IN","2007-09-04","0.01","81","90",
"IN011180800","JABALPUR, IN","2007-09-05","0.75","82",,
"IN011180800","JABALPUR, IN","2007-09-06","1.02","78","86","74"
"IN011180800","JABALPUR, IN","2007-09-07","0.04","79","87","76"
"IN011180800","JABALPUR, IN","2007-09-08","0.08","77","83",
"IN011180800","JABALPUR, IN","2007-09-09","0.59","79","89","74"
"IN011180800","JABALPUR, IN","2007-09-10","0.20","82","89","75"
"IN011180800","JABALPUR, IN","2007-09-11","0.00","83","91","76"
"IN011180800","JABALPUR, IN","2007-09-12",,"83","91","76"
"IN011180800","JABALPUR, IN","2007-09-13",,"84","91","77"
"IN011180800","JABALPUR, IN","2007-09-14",,"82","92","76"
"IN011180800","JABALPUR, IN","2007-09-15",,"84",,"76"
"IN011180800","JABALPUR, IN","2007-09-16",,"83","91","78"
"IN011180800","JABALPUR, IN","2007-09-17",,"83","90","77"
"IN011180800","JABALPUR, IN","2007-09-18",,"83","92",
"IN011180800","JABALPUR, IN","2007-09-19",,"83","92","76"
"IN011180800","JABALPUR, IN","2007-09-20",,"83","90",
"IN011180800","JABALPUR, IN","2007-09-21",,"83","91","76"
"IN011180800","JABALPUR, IN","2007-09-22",,"83","92","76"
"IN011180800","JABALPUR, IN","2007-09-23",,"78","84","75"
"IN011180800","JABALPUR, IN","2007-09-24",,"75","77","73"
"IN011180800","JABALPUR, IN","2007-09-25","0.03","79","85","71"
"IN011180800","JABALPUR, IN","2007-09-26","0.00","79","88",
"IN011180800","JABALPUR, IN","2007-09-27","1.77","80","89","72"
"IN011180800","JABALPUR, IN","2007-09-28","0.24","80","89",
"IN011180800","JABALPUR, IN","2007-09-29","1.06","79","86","73"
"IN011180800","JABALPUR, IN","2007-09-30","0.00","82","88",
"IN011180800","JABALPUR, IN","2007-10-01",,"80","89",
"IN011180800","JABALPUR, IN","2007-10-02",,"78","90","69"
"IN011180800","JABALPUR, IN","2007-10-03",,"77","90","66"
"IN011180800","JABALPUR, IN","2007-10-04",,"79","89","67"
"IN011180800","JABALPUR, IN","2007-10-05",,"80","90","74"
"IN011180800","JABALPUR, IN","2007-10-06",,"80","90",
"IN011180800","JABALPUR, IN","2007-10-07",,"81","90","74"
"IN011180800","JABALPUR, IN","2007-10-08",,"79","90",
"IN011180800","JABALPUR, IN","2007-10-09",,"80","90","69"
"IN011180800","JABALPUR, IN","2007-10-10",,"78","90","67"
"IN011180800","JABALPUR, IN","2007-10-11",,"80","91","67"
"IN011180800","JABALPUR, IN","2007-10-12",,"79","91","66"
"IN011180800","JABALPUR, IN","2007-10-13",,"75","88","65"
"IN011180800","JABALPUR, IN","2007-10-14",,"74","89","61"
"IN011180800","JABALPUR, IN","2007-10-15",,"76","90","64"
"IN011180800","JABALPUR, IN","2007-10-16",,"77","89","67"
"IN011180800","JABALPUR, IN","2007-10-17",,"76","89","67"
"IN011180800","JABALPUR, IN","2007-10-18",,"76","90","65"
"IN011180800","JABALPUR, IN","2007-10-19",,"75","88","63"
"IN011180800","JABALPUR, IN","2007-10-20",,"75","90","63"
"IN011180800","JABALPUR, IN","2007-10-21",,"73","91","62"
"IN011180800","JABALPUR, IN","2007-10-23",,"74","91",
"IN011180800","JABALPUR, IN","2007-10-24",,"76","90","63"
"IN011180800","JABALPUR, IN","2007-10-25",,"74","89","62"
"IN011180800","JABALPUR, IN","2007-10-26",,"74","87","60"
"IN011180800","JABALPUR, IN","2007-10-27",,"74","89","62"
"IN011180800","JABALPUR, IN","2007-10-28",,"71","87","63"
"IN011180800","JABALPUR, IN","2007-10-29",,"74","87","62"
"IN011180800","JABALPUR, IN","2007-10-30",,"74",,"60"
"IN011180800","JABALPUR, IN","2007-10-31",,"76","86","65"
"IN011180800","JABALPUR, IN","2007-11-01",,"78","86","71"
"IN011180800","JABALPUR, IN","2007-11-02",,"76","88",
"IN011180800","JABALPUR, IN","2007-11-03",,"71","88","63"
"IN011180800","JABALPUR, IN","2007-11-04",,"70","88","58"
"IN011180800","JABALPUR, IN","2007-11-05",,"71","89","58"
"IN011180800","JABALPUR, IN","2007-11-06",,"69","87","58"
"IN011180800","JABALPUR, IN","2007-11-07",,"72","90","58"
"IN011180800","JABALPUR, IN","2007-11-08",,"71","89","58"
"IN011180800","JABALPUR, IN","2007-11-09",,"72","89","58"
"IN011180800","JABALPUR, IN","2007-11-10",,"75","89","61"
"IN011180800","JABALPUR, IN","2007-11-11",,"75","90",
"IN011180800","JABALPUR, IN","2007-11-12",,"74","88","62"
"IN011180800","JABALPUR, IN","2007-11-13",,"70","90","60"
"IN011180800","JABALPUR, IN","2007-11-14",,"70","86","58"
"IN011180800","JABALPUR, IN","2007-11-15",,"68","83","57"
"IN011180800","JABALPUR, IN","2007-11-16",,"66","82","55"
"IN011180800","JABALPUR, IN","2007-11-17",,"66","82","54"
"IN011180800","JABALPUR, IN","2007-11-18",,"67","82","53"
"IN011180800","JABALPUR, IN","2007-11-19",,"65","83","53"
"IN011180800","JABALPUR, IN","2007-11-20",,"64","80","53"
"IN011180800","JABALPUR, IN","2007-11-21",,"63","81","52"
"IN011180800","JABALPUR, IN","2007-11-22",,"65","81","49"
"IN011180800","JABALPUR, IN","2007-11-23",,"61","80","50"
"IN011180800","JABALPUR, IN","2007-11-24",,"63","80","50"
"IN011180800","JABALPUR, IN","2007-11-25",,"63","81","51"
"IN011180800","JABALPUR, IN","2007-11-26",,"62",,"50"
"IN011180800","JABALPUR, IN","2007-11-27",,"64","80","50"
"IN011180800","JABALPUR, IN","2007-11-28",,"67","82","53"
"IN011180800","JABALPUR, IN","2007-11-29",,"65","83","51"
"IN011180800","JABALPUR, IN","2007-11-30",,"67","85","52"
"IN011180800","JABALPUR, IN","2007-12-01",,"68","83","57"
"IN011180800","JABALPUR, IN","2007-12-02",,"67","84",
"IN011180800","JABALPUR, IN","2007-12-03",,"63",,"55"
"IN011180800","JABALPUR, IN","2007-12-04",,"65","77","54"
"IN011180800","JABALPUR, IN","2007-12-05",,"64","77","52"
"IN011180800","JABALPUR, IN","2007-12-06",,"63","79","52"
"IN011180800","JABALPUR, IN","2007-12-07",,"64","79","55"
"IN011180800","JABALPUR, IN","2007-12-08",,"63","77","52"
"IN011180800","JABALPUR, IN","2007-12-09",,"61","77","51"
"IN011180800","JABALPUR, IN","2007-12-10",,"66",,
"IN011180800","JABALPUR, IN","2007-12-11",,"70","82","55"
"IN011180800","JABALPUR, IN","2007-12-12",,"71","81","63"
"IN011180800","JABALPUR, IN","2007-12-13",,"67","73","62"
"IN011180800","JABALPUR, IN","2007-12-14",,"66","71","63"
"IN011180800","JABALPUR, IN","2007-12-15","0.12","62","69",
"IN011180800","JABALPUR, IN","2007-12-16","0.00","62","72","54"
"IN011180800","JABALPUR, IN","2007-12-17",,"57",,
"IN011180800","JABALPUR, IN","2007-12-18",,"57","72","44"
"IN011180800","JABALPUR, IN","2007-12-19",,"57","74","44"
"IN011180800","JABALPUR, IN","2007-12-20",,"60","77","49"
"IN011180800","JABALPUR, IN","2007-12-21",,"63","79","49"
"IN011180800","JABALPUR, IN","2007-12-22",,"64","80","50"
"IN011180800","JABALPUR, IN","2007-12-23",,"64",,"50"
"IN011180800","JABALPUR, IN","2007-12-24",,"66","81","53"
"IN011180800","JABALPUR, IN","2007-12-25",,"69","84","56"
"IN011180800","JABALPUR, IN","2007-12-26",,"69","82","58"
"IN011180800","JABALPUR, IN","2007-12-27",,"69","82","57"
"IN011180800","JABALPUR, IN","2007-12-28",,"65",,"55"
"IN011180800","JABALPUR, IN","2007-12-29",,"63","77","53"
"IN011180800","JABALPUR, IN","2007-12-30",,"60","74","49"
"IN011180800","JABALPUR, IN","2007-12-31",,"61","73","48"
"IN011180800","JABALPUR, IN","2008-01-01",,"62","76","48"
"IN011180800","JABALPUR, IN","2008-01-02",,"66","77","53"
"IN011180800","JABALPUR, IN","2008-01-03",,"63","75","53"
"IN011180800","JABALPUR, IN","2008-01-04",,"65","77","53"
"IN011180800","JABALPUR, IN","2008-01-05",,"66","82","54"
"IN011180800","JABALPUR, IN","2008-01-06",,"68","82","57"
"IN011180800","JABALPUR, IN","2008-01-07",,"65","82","56"
"IN011180800","JABALPUR, IN","2008-01-08",,"66","82","55"
"IN011180800","JABALPUR, IN","2008-01-09",,"69","83","56"
"IN011180800","JABALPUR, IN","2008-01-10",,"69","85","59"
"IN011180800","JABALPUR, IN","2008-01-11",,"69","81","56"
"IN011180800","JABALPUR, IN","2008-01-12",,"60","71",
"IN011180800","JABALPUR, IN","2008-01-13",,"62","74","50"
"IN011180800","JABALPUR, IN","2008-01-14",,"60","74","47"
"IN011180800","JABALPUR, IN","2008-01-15",,"60","75","48"
"IN011180800","JABALPUR, IN","2008-01-16",,"62","79",
"IN011180800","JABALPUR, IN","2008-01-17",,"66","82","50"
"IN011180800","JABALPUR, IN","2008-01-18",,"70","87","55"
"IN011180800","JABALPUR, IN","2008-01-19",,"69","81","58"
"IN011180800","JABALPUR, IN","2008-01-20",,"62","72",
"IN011180800","JABALPUR, IN","2008-01-21",,"58","69","49"
"IN011180800","JABALPUR, IN","2008-01-22",,"59","68","50"
"IN011180800","JABALPUR, IN","2008-01-23",,"55","63",
"IN011180800","JABALPUR, IN","2008-01-24",,"54","69","44"
