"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"IN011180800","JABALPUR, IN","2005-12-13",,"58","74","44"
"IN011180800","JABALPUR, IN","2005-12-14",,"55","73","45"
"IN011180800","JABALPUR, IN","2005-12-15",,"55","73","44"
"IN011180800","JABALPUR, IN","2005-12-16",,"56","73","43"
"IN011180800","JABALPUR, IN","2005-12-17",,"58","74","44"
"IN011180800","JABALPUR, IN","2005-12-18",,"56","74","44"
"IN011180800","JABALPUR, IN","2005-12-19",,"55","76","43"
"IN011180800","JABALPUR, IN","2005-12-20",,"60","78","45"
"IN011180800","JABALPUR, IN","2005-12-21",,"67","82","53"
"IN011180800","JABALPUR, IN","2005-12-22","0.16","67","78","59"
"IN011180800","JABALPUR, IN","2005-12-23","0.00","64","74","57"
"IN011180800","JABALPUR, IN","2005-12-24",,"60","70",
"IN011180800","JABALPUR, IN","2005-12-25",,"56","70",
"IN011180800","JABALPUR, IN","2005-12-26",,"59",,"44"
"IN011180800","JABALPUR, IN","2005-12-27",,"58","78","46"
"IN011180800","JABALPUR, IN","2005-12-28",,"60",,"46"
"IN011180800","JABALPUR, IN","2005-12-29",,"60",,"48"
"IN011180800","JABALPUR, IN","2005-12-30",,"65","82","49"
"IN011180800","JABALPUR, IN","2005-12-31",,"68","83","53"
"IN011180800","JABALPUR, IN","2006-01-01",,"67","82","53"
"IN011180800","JABALPUR, IN","2006-01-02",,"68","83","56"
"IN011180800","JABALPUR, IN","2006-01-03",,"66",,"54"
"IN011180800","JABALPUR, IN","2006-01-04",,"59","69","55"
"IN011180800","JABALPUR, IN","2006-01-05",,"59","73","49"
"IN011180800","JABALPUR, IN","2006-01-06",,"56","70",
"IN011180800","JABALPUR, IN","2006-01-07",,"55","71","46"
"IN011180800","JABALPUR, IN","2006-01-08",,"57","72","44"
"IN011180800","JABALPUR, IN","2006-01-09",,"58","74","43"
"IN011180800","JABALPUR, IN","2006-01-10",,"61","76","45"
"IN011180800","JABALPUR, IN","2006-01-11",,"59","77","45"
"IN011180800","JABALPUR, IN","2006-01-12",,"64","86","48"
"IN011180800","JABALPUR, IN","2006-01-13",,"67","82","53"
"IN011180800","JABALPUR, IN","2006-01-14",,"66","79","52"
"IN011180800","JABALPUR, IN","2006-01-15",,"65","81",
"IN011180800","JABALPUR, IN","2006-01-16",,"69","87","53"
"IN011180800","JABALPUR, IN","2006-01-17",,"74","87","63"
"IN011180800","JABALPUR, IN","2006-01-18",,"73","86","62"
"IN011180800","JABALPUR, IN","2006-01-19",,"68","82","60"
"IN011180800","JABALPUR, IN","2006-01-20",,"69","82",
"IN011180800","JABALPUR, IN","2006-01-21",,"67","78",
"IN011180800","JABALPUR, IN","2006-01-22",,"64","77","53"
"IN011180800","JABALPUR, IN","2006-01-23",,"59",,"52"
"IN011180800","JABALPUR, IN","2006-01-24",,"56","71","47"
"IN011180800","JABALPUR, IN","2006-01-25",,"56",,"45"
"IN011180800","JABALPUR, IN","2006-01-26",,"56","73","44"
"IN011180800","JABALPUR, IN","2006-01-27",,"57","75","44"
"IN011180800","JABALPUR, IN","2006-01-28",,"52",,
"IN011180800","JABALPUR, IN","2006-01-29",,"64","79",
"IN011180800","JABALPUR, IN","2006-01-30",,"67","82","50"
"IN011180800","JABALPUR, IN","2006-01-31",,"65","84","51"
"IN011180800","JABALPUR, IN","2006-02-01",,"67","85","53"
"IN011180800","JABALPUR, IN","2006-02-02",,"67","83","53"
"IN011180800","JABALPUR, IN","2006-02-03",,"67","84","53"
"IN011180800","JABALPUR, IN","2006-02-04",,"63",,"54"
"IN011180800","JABALPUR, IN","2006-02-05",,"68","84","54"
"IN011180800","JABALPUR, IN","2006-02-06",,"68","85","53"
"IN011180800","JABALPUR, IN","2006-02-07",,"65","84","52"
"IN011180800","JABALPUR, IN","2006-02-08",,"68","84","53"
"IN011180800","JABALPUR, IN","2006-02-09",,"68","88","54"
"IN011180800","JABALPUR, IN","2006-02-10",,"69","85","56"
"IN011180800","JABALPUR, IN","2006-02-11",,"68","87",
"IN011180800","JABALPUR, IN","2006-02-12",,"71","87","58"
"IN011180800","JABALPUR, IN","2006-02-13",,"72","90","58"
"IN011180800","JABALPUR, IN","2006-02-14",,"72",,"62"
"IN011180800","JABALPUR, IN","2006-02-15",,"78","91","64"
"IN011180800","JABALPUR, IN","2006-02-16",,"78","89",
"IN011180800","JABALPUR, IN","2006-02-17",,"76","91","65"
"IN011180800","JABALPUR, IN","2006-02-18",,"77","91","65"
"IN011180800","JABALPUR, IN","2006-02-19",,"77","92","63"
"IN011180800","JABALPUR, IN","2006-02-20",,"78","93","64"
"IN011180800","JABALPUR, IN","2006-02-21",,"76","93","65"
"IN011180800","JABALPUR, IN","2006-02-22",,"81","98","66"
"IN011180800","JABALPUR, IN","2006-02-23",,"78","96","66"
"IN011180800","JABALPUR, IN","2006-02-24",,"78","96",
"IN011180800","JABALPUR, IN","2006-02-25",,"81","96","64"
"IN011180800","JABALPUR, IN","2006-02-26",,"83","96","68"
"IN011180800","JABALPUR, IN","2006-02-27",,"81","92","69"
"IN011180800","JABALPUR, IN","2006-02-28",,"78","89","69"
"IN011180800","JABALPUR, IN","2006-03-01",,"72","85",
"IN011180800","JABALPUR, IN","2006-03-02","0.08","67","73","61"
"IN011180800","JABALPUR, IN","2006-03-03","0.31","73","86","64"
"IN011180800","JABALPUR, IN","2006-03-04","0.16","75","88","65"
"IN011180800","JABALPUR, IN","2006-03-05","0.04","75","89","64"
"IN011180800","JABALPUR, IN","2006-03-06","0.00","78","88","67"
"IN011180800","JABALPUR, IN","2006-03-07",,"79","90","68"
"IN011180800","JABALPUR, IN","2006-03-08","0.03","76","91",
"IN011180800","JABALPUR, IN","2006-03-09","0.00","73","85",
"IN011180800","JABALPUR, IN","2006-03-10",,"62",,
"IN011180800","JABALPUR, IN","2006-03-11",,"66","76","60"
"IN011180800","JABALPUR, IN","2006-03-12",,"71","81","61"
"IN011180800","JABALPUR, IN","2006-03-13",,"73","83","63"
"IN011180800","JABALPUR, IN","2006-03-14",,"76","89","62"
"IN011180800","JABALPUR, IN","2006-03-15","0.20","69","79","63"
"IN011180800","JABALPUR, IN","2006-03-16","0.00","72","83","63"
"IN011180800","JABALPUR, IN","2006-03-17",,"71","84","60"
"IN011180800","JABALPUR, IN","2006-03-18",,"74","87","61"
"IN011180800","JABALPUR, IN","2006-03-19",,"74","89","63"
"IN011180800","JABALPUR, IN","2006-03-20",,"81","94","64"
"IN011180800","JABALPUR, IN","2006-03-21",,"82","94",
"IN011180800","JABALPUR, IN","2006-03-22",,"77","89","66"
"IN011180800","JABALPUR, IN","2006-03-23",,"80","92","63"
"IN011180800","JABALPUR, IN","2006-03-24",,"79","97","67"
"IN011180800","JABALPUR, IN","2006-03-25",,"83","98","70"
"IN011180800","JABALPUR, IN","2006-03-26",,"83","96","71"
"IN011180800","JABALPUR, IN","2006-03-27",,"82","92","68"
"IN011180800","JABALPUR, IN","2006-03-28",,"80","93","67"
"IN011180800","JABALPUR, IN","2006-03-29",,"82","95","65"
"IN011180800","JABALPUR, IN","2006-03-30",,"76","93","63"
"IN011180800","JABALPUR, IN","2006-03-31",,"80","96","66"
"IN011180800","JABALPUR, IN","2006-04-01",,"86","99","67"
"IN011180800","JABALPUR, IN","2006-04-02",,"87","99","76"
"IN011180800","JABALPUR, IN","2006-04-03",,"88","100","77"
"IN011180800","JABALPUR, IN","2006-04-04",,"87","100",
"IN011180800","JABALPUR, IN","2006-04-05",,"86","101","71"
"IN011180800","JABALPUR, IN","2006-04-06",,"88","103","72"
"IN011180800","JABALPUR, IN","2006-04-07",,"91","104","74"
"IN011180800","JABALPUR, IN","2006-04-08",,"92","105",
"IN011180800","JABALPUR, IN","2006-04-09",,"92","104","80"
"IN011180800","JABALPUR, IN","2006-04-10",,"89",,"81"
"IN011180800","JABALPUR, IN","2006-04-11",,"90","102","77"
"IN011180800","JABALPUR, IN","2006-04-12",,"89","103","75"
"IN011180800","JABALPUR, IN","2006-04-13",,"88","103","73"
"IN011180800","JABALPUR, IN","2006-04-14",,"89","102","74"
"IN011180800","JABALPUR, IN","2006-04-15",,"85","99",
"IN011180800","JABALPUR, IN","2006-04-16",,"81","90",
"IN011180800","JABALPUR, IN","2006-04-17","0.00","79",,
"IN011180800","JABALPUR, IN","2006-04-18","0.02","80","92","67"
"IN011180800","JABALPUR, IN","2006-04-19","0.00","83",,"65"
"IN011180800","JABALPUR, IN","2006-04-20",,"89","100",
"IN011180800","JABALPUR, IN","2006-04-21",,"89","103","77"
"IN011180800","JABALPUR, IN","2006-04-22",,"90","102","79"
"IN011180800","JABALPUR, IN","2006-04-23",,"89","103","74"
"IN011180800","JABALPUR, IN","2006-04-24",,"90","104","79"
"IN011180800","JABALPUR, IN","2006-04-25",,"92","106","81"
"IN011180800","JABALPUR, IN","2006-04-26",,"93","107","81"
"IN011180800","JABALPUR, IN","2006-04-27",,"94","107","83"
"IN011180800","JABALPUR, IN","2006-04-28",,"94","107","81"
"IN011180800","JABALPUR, IN","2006-04-29",,"91","104",
"IN011180800","JABALPUR, IN","2006-04-30",,"93","106","78"
"IN011180800","JABALPUR, IN","2006-05-01",,"95",,"82"
"IN011180800","JABALPUR, IN","2006-05-02","0.01","95","107","81"
"IN011180800","JABALPUR, IN","2006-05-03","0.00","94","108","84"
"IN011180800","JABALPUR, IN","2006-05-04","0.08","90","105","78"
"IN011180800","JABALPUR, IN","2006-05-05","0.00","93","108","80"
"IN011180800","JABALPUR, IN","2006-05-06",,"97","112",
"IN011180800","JABALPUR, IN","2006-05-07",,"99",,"86"
"IN011180800","JABALPUR, IN","2006-05-08",,"102","111","83"
"IN011180800","JABALPUR, IN","2006-05-09",,"95",,"82"
"IN011180800","JABALPUR, IN","2006-05-10",,"98","110","83"
"IN011180800","JABALPUR, IN","2006-05-11",,"96","109",
"IN011180800","JABALPUR, IN","2006-05-12",,"98","109","85"
"IN011180800","JABALPUR, IN","2006-05-13",,"99","109","84"
"IN011180800","JABALPUR, IN","2006-05-14",,"99","108","87"
"IN011180800","JABALPUR, IN","2006-05-15",,"96","106","81"
"IN011180800","JABALPUR, IN","2006-05-16","0.04","88","98","79"
"IN011180800","JABALPUR, IN","2006-05-17","0.00","92","103","81"
"IN011180800","JABALPUR, IN","2006-05-18",,"93","106","83"
"IN011180800","JABALPUR, IN","2006-05-19",,"85","106",
"IN011180800","JABALPUR, IN","2006-05-20",,"84",,"74"
"IN011180800","JABALPUR, IN","2006-05-21",,"85","98","71"
"IN011180800","JABALPUR, IN","2006-05-22",,"88","98","77"
"IN011180800","JABALPUR, IN","2006-05-23",,"87","101","79"
"IN011180800","JABALPUR, IN","2006-05-24",,"86","100","75"
"IN011180800","JABALPUR, IN","2006-05-25",,"83","90","78"
"IN011180800","JABALPUR, IN","2006-05-26",,"90","104","77"
"IN011180800","JABALPUR, IN","2006-05-27",,"90","102","78"
"IN011180800","JABALPUR, IN","2006-05-28",,"93","105","83"
"IN011180800","JABALPUR, IN","2006-05-29",,"92","104","83"
"IN011180800","JABALPUR, IN","2006-05-30",,"96","106","87"
"IN011180800","JABALPUR, IN","2006-05-31",,"96","104","88"
"IN011180800","JABALPUR, IN","2006-06-01",,"95","102","86"
"IN011180800","JABALPUR, IN","2006-06-02",,"90","99",
"IN011180800","JABALPUR, IN","2006-06-03",,"87","92",
"IN011180800","JABALPUR, IN","2006-06-04","0.00","83","94",
"IN011180800","JABALPUR, IN","2006-06-05","0.08","86","99","77"
"IN011180800","JABALPUR, IN","2006-06-06","0.00","90","100","79"
"IN011180800","JABALPUR, IN","2006-06-07",,"90","101","81"
"IN011180800","JABALPUR, IN","2006-06-08",,"91","104","82"
"IN011180800","JABALPUR, IN","2006-06-09",,"91","106",
"IN011180800","JABALPUR, IN","2006-06-10",,"89","103",
"IN011180800","JABALPUR, IN","2006-06-11",,"93","102","77"
"IN011180800","JABALPUR, IN","2006-06-12",,"93","105","83"
"IN011180800","JABALPUR, IN","2006-06-13",,"96","104","81"
"IN011180800","JABALPUR, IN","2006-06-14",,"92",,"82"
"IN011180800","JABALPUR, IN","2006-06-15",,"96","106","82"
"IN011180800","JABALPUR, IN","2006-06-16",,"96","106","83"
"IN011180800","JABALPUR, IN","2006-06-17",,"95","106","83"
"IN011180800","JABALPUR, IN","2006-06-18",,"95","103","87"
"IN011180800","JABALPUR, IN","2006-06-19",,"93","102","87"
"IN011180800","JABALPUR, IN","2006-06-20",,"94","103","84"
"IN011180800","JABALPUR, IN","2006-06-21",,"92","102","85"
"IN011180800","JABALPUR, IN","2006-06-22",,"92","104","85"
"IN011180800","JABALPUR, IN","2006-06-23",,"87","99",
"IN011180800","JABALPUR, IN","2006-06-24",,"85","96","80"
"IN011180800","JABALPUR, IN","2006-06-25",,"90","101","81"
"IN011180800","JABALPUR, IN","2006-06-26",,"92",,"83"
"IN011180800","JABALPUR, IN","2006-06-27",,"91","102",
"IN011180800","JABALPUR, IN","2006-06-28","0.04","83","99","78"
"IN011180800","JABALPUR, IN","2006-06-29","0.83","79","82",
"IN011180800","JABALPUR, IN","2006-06-30","1.89","82","93",
"IN011180800","JABALPUR, IN","2006-07-01","0.91","82","92","76"
"IN011180800","JABALPUR, IN","2006-07-02","0.00","85","94",
"IN011180800","JABALPUR, IN","2006-07-03","0.03","86","94","77"
"IN011180800","JABALPUR, IN","2006-07-04","0.03","80","86",
"IN011180800","JABALPUR, IN","2006-07-05","0.08","81","86","78"
"IN011180800","JABALPUR, IN","2006-07-06","0.01","83","90","78"
"IN011180800","JABALPUR, IN","2006-07-07","0.00","84","89","78"
"IN011180800","JABALPUR, IN","2006-07-08",,"84","88","79"
"IN011180800","JABALPUR, IN","2006-07-09","0.02","82","88","78"
"IN011180800","JABALPUR, IN","2006-07-10","0.04","82","88","77"
"IN011180800","JABALPUR, IN","2006-07-11","0.01","78","85",
"IN011180800","JABALPUR, IN","2006-07-12","0.75","77","80","74"
"IN011180800","JABALPUR, IN","2006-07-13","0.43","80","86","76"
"IN011180800","JABALPUR, IN","2006-07-14","0.00","83","89","78"
"IN011180800","JABALPUR, IN","2006-07-15",,"83","86","78"
"IN011180800","JABALPUR, IN","2006-07-16","0.08","78","84",
"IN011180800","JABALPUR, IN","2006-07-17","1.85","77",,"73"
"IN011180800","JABALPUR, IN","2006-07-18","1.34","78","83",
"IN011180800","JABALPUR, IN","2006-07-19","0.12","76","78","74"
"IN011180800","JABALPUR, IN","2006-07-20","0.35","76",,
"IN011180800","JABALPUR, IN","2006-07-21","1.22","76","77","73"
"IN011180800","JABALPUR, IN","2006-07-22","0.00","78","85",
"IN011180800","JABALPUR, IN","2006-07-23","0.01","78","81","75"
"IN011180800","JABALPUR, IN","2006-07-24","0.24","81","89","75"
"IN011180800","JABALPUR, IN","2006-07-25","0.02","80","84","76"
"IN011180800","JABALPUR, IN","2006-07-26","0.04","80","85","77"
"IN011180800","JABALPUR, IN","2006-07-27","0.39","76",,
"IN011180800","JABALPUR, IN","2006-07-28","2.09","76","79","74"
"IN011180800","JABALPUR, IN","2006-07-29","0.47","78","85","73"
"IN011180800","JABALPUR, IN","2006-07-30","0.16","79","83","75"
"IN011180800","JABALPUR, IN","2006-07-31","2.01","77","83","74"
"IN011180800","JABALPUR, IN","2006-08-01","0.08","81","88","75"
"IN011180800","JABALPUR, IN","2006-08-02","0.00","79","84","75"
"IN011180800","JABALPUR, IN","2006-08-03","0.12","81","87","76"
"IN011180800","JABALPUR, IN","2006-08-04","0.12","80","85",
"IN011180800","JABALPUR, IN","2006-08-05","0.24","79","84",
"IN011180800","JABALPUR, IN","2006-08-06","0.08","77",,"73"
"IN011180800","JABALPUR, IN","2006-08-07","0.02","77","83","73"
"IN011180800","JABALPUR, IN","2006-08-08","0.08","77","85","73"
"IN011180800","JABALPUR, IN","2006-08-09","1.10","78","84","74"
"IN011180800","JABALPUR, IN","2006-08-10","0.24","78","85","75"
"IN011180800","JABALPUR, IN","2006-08-11","0.98","80","90","75"
"IN011180800","JABALPUR, IN","2006-08-12","0.01","83","90","76"
"IN011180800","JABALPUR, IN","2006-08-13","0.28","81","89","77"
"IN011180800","JABALPUR, IN","2006-08-14","0.83","78","83",
"IN011180800","JABALPUR, IN","2006-08-15","0.08","78","83","74"
"IN011180800","JABALPUR, IN","2006-08-16","0.02","81","91","76"
"IN011180800","JABALPUR, IN","2006-08-17","0.24","80","88",
"IN011180800","JABALPUR, IN","2006-08-18","3.46","81","88","74"
"IN011180800","JABALPUR, IN","2006-08-19","0.00","84","90","76"
"IN011180800","JABALPUR, IN","2006-08-20",,"84","91","76"
"IN011180800","JABALPUR, IN","2006-08-21",,"84","90","79"
"IN011180800","JABALPUR, IN","2006-08-22",,"80",,"77"
"IN011180800","JABALPUR, IN","2006-08-23",,"77","79",
"IN011180800","JABALPUR, IN","2006-08-24","1.46","74","75",
"IN011180800","JABALPUR, IN","2006-08-25","1.50","76","81","73"
"IN011180800","JABALPUR, IN","2006-08-26","0.00","77","84","74"
"IN011180800","JABALPUR, IN","2006-08-27","0.00","78","83","74"
"IN011180800","JABALPUR, IN","2006-08-28","0.01","77","81","74"
"IN011180800","JABALPUR, IN","2006-08-29","0.04","80",,"73"
"IN011180800","JABALPUR, IN","2006-08-30","0.55","76","84",
"IN011180800","JABALPUR, IN","2006-08-31","1.85","74","76","73"
"IN011180800","JABALPUR, IN","2006-09-01","0.12","78","84","73"
"IN011180800","JABALPUR, IN","2006-09-02","0.00","81","88","72"
"IN011180800","JABALPUR, IN","2006-09-03",,"81","90","75"
"IN011180800","JABALPUR, IN","2006-09-04",,"79","82","76"
"IN011180800","JABALPUR, IN","2006-09-05","0.16","76","80","75"
"IN011180800","JABALPUR, IN","2006-09-06","0.24","80","85","74"
"IN011180800","JABALPUR, IN","2006-09-07","0.00","80","90","71"
"IN011180800","JABALPUR, IN","2006-09-08","0.20","83","91","77"
"IN011180800","JABALPUR, IN","2006-09-09","0.00","82","91","77"
"IN011180800","JABALPUR, IN","2006-09-10",,"83","92","77"
"IN011180800","JABALPUR, IN","2006-09-11",,"84","92","77"
"IN011180800","JABALPUR, IN","2006-09-12",,"84","92","78"
"IN011180800","JABALPUR, IN","2006-09-13",,"83","91","77"
"IN011180800","JABALPUR, IN","2006-09-14",,"83","92","76"
"IN011180800","JABALPUR, IN","2006-09-15",,"78","89",
"IN011180800","JABALPUR, IN","2006-09-16",,"80","89","73"
"IN011180800","JABALPUR, IN","2006-09-17",,"79","87","75"
"IN011180800","JABALPUR, IN","2006-09-18",,"83","90",
"IN011180800","JABALPUR, IN","2006-09-19",,"84","92","76"
"IN011180800","JABALPUR, IN","2006-09-20",,"78",,
"IN011180800","JABALPUR, IN","2006-09-21",,"80","86","74"
"IN011180800","JABALPUR, IN","2006-09-22",,"81","89","74"
"IN011180800","JABALPUR, IN","2006-09-23",,"81","91","75"
"IN011180800","JABALPUR, IN","2006-09-24",,"81","89","73"
"IN011180800","JABALPUR, IN","2006-09-25",,"80","91","73"
"IN011180800","JABALPUR, IN","2006-09-26",,"80","92","72"
"IN011180800","JABALPUR, IN","2006-09-27",,"81","91",
"IN011180800","JABALPUR, IN","2006-09-28",,"81","91","74"
"IN011180800","JABALPUR, IN","2006-09-29",,"81","91","72"
"IN011180800","JABALPUR, IN","2006-09-30",,"82","90","76"
"IN011180800","JABALPUR, IN","2006-10-01",,"80","90","76"
"IN011180800","JABALPUR, IN","2006-10-02",,"82","90","73"
"IN011180800","JABALPUR, IN","2006-10-03",,"84","93",
"IN011180800","JABALPUR, IN","2006-10-04",,"85","94","77"
"IN011180800","JABALPUR, IN","2006-10-05",,"87","97","75"
"IN011180800","JABALPUR, IN","2006-10-06",,"86","96","75"
"IN011180800","JABALPUR, IN","2006-10-07",,"84","96","75"
"IN011180800","JABALPUR, IN","2006-10-08",,"84","93","75"
"IN011180800","JABALPUR, IN","2006-10-09",,"85","94","76"
"IN011180800","JABALPUR, IN","2006-10-10",,"84","93","75"
"IN011180800","JABALPUR, IN","2006-10-11",,"84","94","76"
"IN011180800","JABALPUR, IN","2006-10-12",,"82","94","74"
"IN011180800","JABALPUR, IN","2006-10-13",,"81","94","75"
"IN011180800","JABALPUR, IN","2006-10-14",,"81","94","72"
"IN011180800","JABALPUR, IN","2006-10-15",,"81","93","72"
"IN011180800","JABALPUR, IN","2006-10-16",,"80","94","71"
"IN011180800","JABALPUR, IN","2006-10-17",,"82","95","71"
"IN011180800","JABALPUR, IN","2006-10-18",,"81","95","70"
"IN011180800","JABALPUR, IN","2006-10-19",,"80","93","72"
"IN011180800","JABALPUR, IN","2006-10-20",,"78","90","68"
"IN011180800","JABALPUR, IN","2006-10-21",,"79","91","68"
"IN011180800","JABALPUR, IN","2006-10-22","0.12","75","86","65"
"IN011180800","JABALPUR, IN","2006-10-23","0.00","76","88","67"
"IN011180800","JABALPUR, IN","2006-10-24",,"76","87","65"
"IN011180800","JABALPUR, IN","2006-10-25",,"77","89","65"
"IN011180800","JABALPUR, IN","2006-10-26",,"73","87","63"
"IN011180800","JABALPUR, IN","2006-10-27",,"77","88","63"
"IN011180800","JABALPUR, IN","2006-10-28",,"77","87","65"
"IN011180800","JABALPUR, IN","2006-10-29",,"77",,"69"
"IN011180800","JABALPUR, IN","2006-10-30",,"78","86","67"
"IN011180800","JABALPUR, IN","2006-10-31",,"74","81",
"IN011180800","JABALPUR, IN","2006-11-01",,"71","83","65"
"IN011180800","JABALPUR, IN","2006-11-02","0.12","75","82","67"
"IN011180800","JABALPUR, IN","2006-11-03","0.00","74","84","68"
"IN011180800","JABALPUR, IN","2006-11-04",,"73","84",
"IN011180800","JABALPUR, IN","2006-11-05",,"73","87","65"
"IN011180800","JABALPUR, IN","2006-11-06",,"74","87","63"
"IN011180800","JABALPUR, IN","2006-11-07",,"73","87","63"
"IN011180800","JABALPUR, IN","2006-11-08",,"72","86","60"
"IN011180800","JABALPUR, IN","2006-11-09",,"72","85","60"
"IN011180800","JABALPUR, IN","2006-11-10",,"70","84","62"
"IN011180800","JABALPUR, IN","2006-11-11",,"72","84","61"
"IN011180800","JABALPUR, IN","2006-11-12",,"71","85","62"
"IN011180800","JABALPUR, IN","2006-11-13",,"72","84",
"IN011180800","JABALPUR, IN","2006-11-14",,"72","85","61"
"IN011180800","JABALPUR, IN","2006-11-15",,"71","85","59"
"IN011180800","JABALPUR, IN","2006-11-16",,"71","86","59"
"IN011180800","JABALPUR, IN","2006-11-17",,"70","85","59"
"IN011180800","JABALPUR, IN","2006-11-18",,"69","85","59"
"IN011180800","JABALPUR, IN","2006-11-19",,"70","87","59"
"IN011180800","JABALPUR, IN","2006-11-20",,"73","86","59"
"IN011180800","JABALPUR, IN","2006-11-21",,"71","84","61"
"IN011180800","JABALPUR, IN","2006-11-22",,"74","84","62"
"IN011180800","JABALPUR, IN","2006-11-23",,"75","86","60"
"IN011180800","JABALPUR, IN","2006-11-24",,"74","86","60"
"IN011180800","JABALPUR, IN","2006-11-25",,"72","85","60"
"IN011180800","JABALPUR, IN","2006-11-26",,"70",,"59"
"IN011180800","JABALPUR, IN","2006-11-27",,"68","80","55"
"IN011180800","JABALPUR, IN","2006-11-28",,"69","84","56"
"IN011180800","JABALPUR, IN","2006-11-29",,"67","78","61"
"IN011180800","JABALPUR, IN","2006-11-30",,"66","78","61"
"IN011180800","JABALPUR, IN","2006-12-01","0.04","62","72",
"IN011180800","JABALPUR, IN","2006-12-02","0.00","66","77","54"
"IN011180800","JABALPUR, IN","2006-12-03",,"70","82","56"
"IN011180800","JABALPUR, IN","2006-12-04",,"72","87","59"
"IN011180800","JABALPUR, IN","2006-12-05",,"68","87",
"IN011180800","JABALPUR, IN","2006-12-06",,"72",,"63"
"IN011180800","JABALPUR, IN","2006-12-07",,"73","86","61"
"IN011180800","JABALPUR, IN","2006-12-08",,"72","86","62"
"IN011180800","JABALPUR, IN","2006-12-09",,"72","84",
"IN011180800","JABALPUR, IN","2006-12-10",,"73","85","64"
"IN011180800","JABALPUR, IN","2006-12-11",,"68","81",
"IN011180800","JABALPUR, IN","2006-12-12",,"63","75",
"IN011180800","JABALPUR, IN","2006-12-13",,"62","76","51"
"IN011180800","JABALPUR, IN","2006-12-14",,"63","76","50"
"IN011180800","JABALPUR, IN","2006-12-15",,"60","78","50"
"IN011180800","JABALPUR, IN","2006-12-16",,"60","78","49"
"IN011180800","JABALPUR, IN","2006-12-17",,"61","77","48"
"IN011180800","JABALPUR, IN","2006-12-18",,"61","76","49"
"IN011180800","JABALPUR, IN","2006-12-19",,"62",,"49"
"IN011180800","JABALPUR, IN","2006-12-20",,"62","80","48"
"IN011180800","JABALPUR, IN","2006-12-21",,"62","79","54"
"IN011180800","JABALPUR, IN","2006-12-22",,"62","77","53"
"IN011180800","JABALPUR, IN","2006-12-23",,"63","76","52"
"IN011180800","JABALPUR, IN","2006-12-24",,"60","76","51"
"IN011180800","JABALPUR, IN","2006-12-25",,"59","76","50"
"IN011180800","JABALPUR, IN","2006-12-26",,"66","81","53"
"IN011180800","JABALPUR, IN","2006-12-27",,"68","81","56"
"IN011180800","JABALPUR, IN","2006-12-28",,"63","74","54"
"IN011180800","JABALPUR, IN","2006-12-29",,"61","75","50"
"IN011180800","JABALPUR, IN","2006-12-30",,"65","77","52"
"IN011180800","JABALPUR, IN","2006-12-31",,"67","80","53"
"IN011180800","JABALPUR, IN","2007-01-01",,"63","75",
"IN011180800","JABALPUR, IN","2007-01-02",,"63","76","49"
"IN011180800","JABALPUR, IN","2007-01-03",,"59","74","52"
"IN011180800","JABALPUR, IN","2007-01-04",,"60","72","50"
"IN011180800","JABALPUR, IN","2007-01-05",,"60","74","47"
"IN011180800","JABALPUR, IN","2007-01-06",,"60","77","49"
"IN011180800","JABALPUR, IN","2007-01-07",,"63","79","50"
"IN011180800","JABALPUR, IN","2007-01-08",,"62","79","50"
"IN011180800","JABALPUR, IN","2007-01-09",,"63","80","51"
"IN011180800","JABALPUR, IN","2007-01-10",,"65","80","52"
"IN011180800","JABALPUR, IN","2007-01-11",,"64","76","54"
"IN011180800","JABALPUR, IN","2007-01-12",,"62",,"54"
"IN011180800","JABALPUR, IN","2007-01-13",,"59","70",
"IN011180800","JABALPUR, IN","2007-01-14",,"56",,"49"
"IN011180800","JABALPUR, IN","2007-01-15",,"60","75","47"
"IN011180800","JABALPUR, IN","2007-01-16",,"61","76","50"
"IN011180800","JABALPUR, IN","2007-01-17",,"58","74","46"
"IN011180800","JABALPUR, IN","2007-01-18",,"60","74","45"
"IN011180800","JABALPUR, IN","2007-01-19",,"62","77","48"
"IN011180800","JABALPUR, IN","2007-01-20",,"65","81","52"
"IN011180800","JABALPUR, IN","2007-01-21",,"63","79","53"
"IN011180800","JABALPUR, IN","2007-01-22",,"60","74","51"
"IN011180800","JABALPUR, IN","2007-01-23",,"61","75","47"
"IN011180800","JABALPUR, IN","2007-01-24",,"57",,"45"
"IN011180800","JABALPUR, IN","2007-01-25",,"62","80","46"
"IN011180800","JABALPUR, IN","2007-01-26",,"67","83","49"
"IN011180800","JABALPUR, IN","2007-01-27",,"67","89","52"
"IN011180800","JABALPUR, IN","2007-01-28",,"71","88","54"
"IN011180800","JABALPUR, IN","2007-01-29",,"73","88","62"
"IN011180800","JABALPUR, IN","2007-01-30",,"72","83",
"IN011180800","JABALPUR, IN","2007-01-31",,"70",,"62"
"IN011180800","JABALPUR, IN","2007-02-01",,"70","85","58"
"IN011180800","JABALPUR, IN","2007-02-02",,"67","83","55"
"IN011180800","JABALPUR, IN","2007-02-03",,"71","86","57"
"IN011180800","JABALPUR, IN","2007-02-04",,"72","85","60"
"IN011180800","JABALPUR, IN","2007-02-05",,"71","84","59"
"IN011180800","JABALPUR, IN","2007-02-06",,"70","85","56"
